transaction_date,buuid,transaction_value,approved_transaction_count,failed_transaction_count
2021-07-04,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,7980,75,9
2021-07-04,1576763068564-e25be0ca-55b6-41b5-9771-75f7110d18d0,1520,2,0
2021-07-05,1571246571363-80681c98-3c08-4b92-a609-d64068538b26,120,1,0
2021-07-05,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,9274,22,0
2021-07-05,1566550272160-93cba9f5-e3c9-44c7-80f2-d1077855695b,291,6,0
2021-07-05,1592738706633-e2f4498c-71bb-4500-b2e6-8ba844432a8d,9720,20,0
2021-07-06,1616071742963-57ffec1d-3732-4b9e-84f2-02744cc67f38,5545,4,0
2021-07-06,1589961365391-2b9a3838-cfe4-494d-be95-264ca3b038e7,10210,9,1
2021-07-06,1566550272160-93cba9f5-e3c9-44c7-80f2-d1077855695b,266,5,0
2021-07-06,1595996116117-c407419e-ebdc-4506-9362-805ad6cf0029,1480,2,0
2021-07-06,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,10252,18,0
2021-07-07,1589961365391-2b9a3838-cfe4-494d-be95-264ca3b038e7,8267,20,3
2021-07-07,1544155620645-a0a908a3-a68b-44b9-8a8a-0de96f725b25,575,5,5
2021-07-07,1526029675245-27abb22b-94de-4a16-bac5-29289a9ece6e,686.8,10,0
2021-07-07,1598260387230-b0c5f7f9-85f7-4626-985f-dd3cca86f197,856,7,8
2021-07-07,1484834667492-04ce1b02-9fc8-4e87-b164-dae5f5a06a0b,35915,45,5
2021-07-07,1581669839783-dd6eb860-eead-4e3e-8a19-159b25342443,3584,12,0
2021-07-07,1586994324090-b7314e76-4c99-4584-9191-c7baf662be6e,786,8,4
2021-07-08,1608795892701-376e49b6-d2eb-4800-bb04-6aedda0c10ae,160,2,2
2021-07-08,1485330410128-537d8570-7e91-44bc-b54b-40e8be9b4643,15144,168,0
2021-07-08,1570796428588-b82413a7-e0bc-4c05-a220-92e1d1a32f2b,1658.64,2,0
2021-07-08,1554136026625-5032c2d3-5665-4eb5-8511-be1622581483,659,4,7
2021-07-08,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,2055,6,0
2021-07-09,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,123230,255,10
2021-07-09,1604866643413-8080c541-532e-4f4d-a669-eafa2ec56373,800,5,0
2021-07-09,1566550272160-93cba9f5-e3c9-44c7-80f2-d1077855695b,475,6,2
2021-07-09,1592738706633-e2f4498c-71bb-4500-b2e6-8ba844432a8d,5170,10,0
2021-07-09,1601270222743-4b9129e3-fbad-49a5-a536-aca523da26bc,605,4,0
2021-07-10,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,479,8,3
2021-07-10,1622882399181-e70a367f-78dd-4943-b1d8-65ac4f091761,404,3,0
2021-07-10,1526029675245-27abb22b-94de-4a16-bac5-29289a9ece6e,1005.2,4,0
2021-07-10,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,3973,12,7
2021-07-10,1622066064537-ad986e32-7de1-4504-9cb6-9c12393f0a79,1400,9,2
2021-07-11,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,15879,63,0
2021-07-11,1603133688552-6384da6d-809f-46ce-87cc-90eb0518ed78,3300,12,4
2021-07-12,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,33365,140,0
2021-07-12,1622301451154-ebcc4697-1a31-44d9-bd8a-062b57c1d20f,2875,7,0
2021-07-12,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,1566,10,5
2021-07-12,1605208717370-1ebca7f9-a58a-4e0b-8495-85c01ab85a41,2070,6,0
2021-07-13,1519891909281-e1f41725-6cd9-4371-8843-a8fa842329c4,1770,4,0
2021-07-13,1586897559191-f97b47c8-b64c-4bf3-958c-c8620c23f989,3457,17,3
2021-07-13,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,2911,30,6
2021-07-13,1620797045140-9505ca57-9123-49f1-9621-7cb96f10494b,280,1,0
2021-07-13,1591146828456-39cda131-8c48-4ed1-8cf9-d53d36f299dc,4194,6,0
2021-07-14,1614940783691-4dc1f60b-a3ef-4a15-9f10-03015eb12b33,50500,4,3
2021-07-14,1572023920337-786cc891-e3cf-4cd6-93bd-3e0069307088,2092,4,0
2021-07-14,1606852838518-14089193-7b63-4e18-bec3-dacba3c6d301,100,2,4
2021-07-14,1571576108504-059a0264-c79e-4722-abed-3cb01abd38f0,250,2,1
2021-07-14,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,1178,12,5
2021-07-14,1614211600887-2307ed7f-ae7a-4202-8533-31c9059c48ba,1600,1,0
2021-07-15,1605208717370-1ebca7f9-a58a-4e0b-8495-85c01ab85a41,68205,30,3
2021-07-15,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,1801.5,12,5
2021-07-15,1612899821718-8b2e0a93-b7d4-49e5-a9a4-77b7a7f3d0d9,2536.2,5,1
2021-07-15,1592288774385-cad9392f-8933-4374-ba9f-8e5d01899299,1005,10,0
2021-07-15,1547072155388-6473e8ed-1a3f-45af-a8e1-97420b9aaf9f,1420,3,0
2021-07-15,1606844409968-52d0cf22-ddf5-4407-972c-414cf9a96638,350,1,0
2021-07-16,1607417548512-693e7286-1436-45ec-b7c0-e6c92ce83f38,4203,13,0
2021-07-01,1556802952350-5f5a9b37-64c6-4dde-aab6-8fbe42ca70bd,1798,13,2
2021-07-01,1605166815002-fb4120cc-b7f9-450a-8b41-76017111472d,1117,10,0
2021-07-01,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,36945,205,15
2021-07-01,1565602997815-f739ce46-abc4-4338-a042-3c8a98242807,30397.5,105,0
2021-07-01,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,4683,13,1
2021-07-02,1574413743478-cbc74fdd-efe5-4a78-abbe-0cd59a0f0e5f,1162,17,0
2021-07-02,1584088291949-94b92ebb-a45d-4fc7-9300-063756504f30,13350,15,2
2021-07-02,1620911603748-25de737a-fc7b-458f-9c06-c2ce9b18ea0c,415,4,4
2021-07-02,1579147272986-ee58e4c0-16ce-48d1-b579-6b0dafa9ee2f,5723,34,9
2021-07-02,1510659877007-51c26bb3-ce5d-406c-9c2c-d942970fa2f5,1610,11,3
2021-07-03,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,10750.51,33,4
2021-07-03,1594741366016-a9b135c0-7f6a-41df-ac28-e6d548d367eb,813,5,0
2021-07-03,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,970,14,2
2021-07-03,1620724829508-b4312c9e-5e03-49d3-8b9e-bf11636f0aab,1310,5,1
2021-07-03,1596611120961-655c4d79-902b-40ce-957d-92a4feffccad,14420,20,4
2021-07-03,1615897063623-67b0842c-8adc-4879-8101-1f84e682507e,515,2,0
2021-07-03,1508242147176-601f2265-35ce-49ab-b372-e6f4bdec49db,1899,12,3
2021-07-03,1618864716001-dd45c37b-8695-4923-ab92-9d9bc46c38b4,520,3,1
2021-07-04,1520801970995-9956d864-e379-469b-9044-0851d2c7afc8,4142,2,0
2021-07-04,1608219600940-a4207577-3395-4117-92b3-d870ec721416,740,10,1
2021-07-04,1501776832244-78854f9f-65b6-4d54-b3c2-2892c0da2362,1395,3,1
2021-07-04,1620230682032-a6517973-efdd-427b-b519-188c8bc6df83,2115,12,0
2021-07-04,1517567512986-dd1b0795-47e6-4232-ac4c-4ec28749773e,1320,6,1
2021-07-04,1578071147055-162335f1-b5d4-4641-8173-2a12c7c30520,569,7,8
2021-07-05,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,566,10,2
2021-07-05,1590499577377-4ed52176-0174-45f2-b265-49ed31d11aaf,14371,35,1
2021-07-05,1552412048292-b1246b83-3799-4be1-ba45-6e041354db07,1016,15,1
2021-07-05,1620911603748-25de737a-fc7b-458f-9c06-c2ce9b18ea0c,310,6,2
2021-07-05,1584028974569-c000587d-4126-4149-b234-341d04b50735,680,2,1
2021-07-05,1596099472752-a0247d8f-c922-4438-be2d-5034be12da8f,1030,3,3
2021-07-05,1596315908073-443353a6-d409-4732-aee5-9f9a752dd8ee,540,6,0
2021-07-05,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,19675,95,15
2021-07-06,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,856.6,14,2
2021-07-06,1592738706633-e2f4498c-71bb-4500-b2e6-8ba844432a8d,13580,20,2
2021-07-06,1617353005467-7f625356-d4b2-4179-9ef2-62e9cd63ae55,1000,14,0
2021-07-06,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,255,2,1
2021-07-06,1581669839783-dd6eb860-eead-4e3e-8a19-159b25342443,2960,14,16
2021-07-06,1505216474210-01bf2eb5-2348-492c-a824-9f4a3c98d599,2304.51,12,0
2021-07-07,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,623,14,3
2021-07-07,1574753782569-9d027aaa-ea4c-4006-a310-b473eaf09bfe,1970,4,0
2021-07-07,1499786536388-78153cc6-e385-476b-aaf4-3989e25bc143,2998,12,2
2021-07-07,1587552938317-53d765dd-235b-4e7f-b19f-50cebead47ae,153,2,3
2021-07-07,1622066064537-ad986e32-7de1-4504-9cb6-9c12393f0a79,360,4,2
2021-07-07,1508242147176-601f2265-35ce-49ab-b372-e6f4bdec49db,3453,21,0
2021-07-08,1604063541171-bf23040a-56b3-42dd-9b1b-4c055d25e69d,659,5,2
2021-07-08,1574942256239-bc2aa261-d428-4353-a112-e0f351193700,892,10,2
2021-07-08,1479108360638-bf43ff5d-7e91-43c3-aeb5-f2fda4502650,9896,6,1
2021-07-08,1601367687832-77fc24dd-a571-441c-afec-7a68922b5f0e,3941,11,0
2021-07-09,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,1019,16,3
2021-07-09,1622882399181-e70a367f-78dd-4943-b1d8-65ac4f091761,980,3,0
2021-07-09,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,15696,70,4
2021-07-09,1622301451154-ebcc4697-1a31-44d9-bd8a-062b57c1d20f,3570,9,1
2021-07-09,1615208124818-7206300d-7b4c-4645-8f6e-be878a6d8951,2037.61,2,0
2021-07-09,1501680821448-190eeff4-b3d0-4674-9f69-3dc56692504b,330,3,0
2021-07-09,1612899821718-8b2e0a93-b7d4-49e5-a9a4-77b7a7f3d0d9,2776,5,0
2021-07-09,1525870087639-557a6be1-10ac-4531-b7fe-a13ff3b7ff20,1965,16,1
2021-07-10,1590499577377-4ed52176-0174-45f2-b265-49ed31d11aaf,1905,8,2
2021-07-10,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,17640,36,12
2021-07-10,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,16499.1,192,18
2021-07-10,1527233257004-13587f24-7c52-42fe-b08c-0dca6106e4e6,4505,3,1
2021-07-10,1525870087639-557a6be1-10ac-4531-b7fe-a13ff3b7ff20,7528,25,2
2021-07-11,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,1180,16,0
2021-07-12,1601367687832-77fc24dd-a571-441c-afec-7a68922b5f0e,1880,8,0
2021-07-12,1622107628875-5e01e6c3-4ecc-497e-9ca5-3511cc249430,857,6,0
2021-07-12,1574942256239-bc2aa261-d428-4353-a112-e0f351193700,5482,12,0
2021-07-13,1617135765902-4609af92-4951-4347-a328-79a2f7e51647,1049,26,1
2021-07-13,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,5281.57,22,4
2021-07-13,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,18069,54,0
2021-07-13,1608219600940-a4207577-3395-4117-92b3-d870ec721416,465,9,2
2021-07-13,1606144092277-c75b353c-77c0-429a-bd35-0ab5da2e38a2,415,3,1
2021-07-13,1590134671750-e5309e09-a3a7-481a-bf7e-84c43769881d,630,2,0
2021-07-13,1549369380501-4a76d419-be6c-4ff6-9705-5d2186f58fa4,2890,4,1
2021-07-13,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,5180,16,2
2021-07-14,1579090622924-c53eb2f6-d145-4d38-bf15-50d7969387f5,2441,13,1
2021-07-14,1617353005467-7f625356-d4b2-4179-9ef2-62e9cd63ae55,2900,32,4
2021-07-14,1566550272160-93cba9f5-e3c9-44c7-80f2-d1077855695b,436,9,2
2021-07-14,1499786536388-78153cc6-e385-476b-aaf4-3989e25bc143,2369,5,1
2021-07-15,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,1250,2,1
2021-07-15,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,20730,57,3
2021-07-15,1565602997815-f739ce46-abc4-4338-a042-3c8a98242807,30080,55,0
2021-07-16,1559749309028-6402be7e-4423-4a44-bad2-c67223989a85,52452,16,4
2021-07-16,1571246571363-80681c98-3c08-4b92-a609-d64068538b26,1510,8,2
2021-07-01,1601367687832-77fc24dd-a571-441c-afec-7a68922b5f0e,2641.5,7,0
2021-07-01,1598939031357-76ac0941-8e4c-4b16-9612-857516fdb422,730,3,0
2021-07-01,1610560409103-2f697a42-0fff-4ddd-87e7-4d21594919a5,1870,6,1
2021-07-01,1614940783691-4dc1f60b-a3ef-4a15-9f10-03015eb12b33,59000,3,2
2021-07-01,1595996116117-c407419e-ebdc-4506-9362-805ad6cf0029,500,1,0
2021-07-01,1575014881341-589a98e4-84c2-4fc3-86ad-134416c86877,1470,6,2
2021-07-01,1598956810701-5ba980b1-2a8e-4c82-b697-85a6800f4697,1481,5,2
2021-07-01,1616501877368-112fb449-fb08-4909-8403-a3c0e60c9c7c,830,3,0
2021-07-02,1614946398071-8b1c355a-e218-4590-9e67-1d2414584215,1890,6,0
2021-07-02,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,27478,106,28
2021-07-02,1565868460341-a68d9079-2d50-4abc-aadd-e4a3897e0717,1760,2,0
2021-07-02,1570610804261-f84376e3-6bd3-4c1f-a4c8-8b63b6ec4b27,1825,2,1
2021-07-02,1507368822213-d5ecea52-edc2-4a60-9032-efedc162f4a1,2200,4,3
2021-07-02,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,5494,84,8
2021-07-02,1615208124818-7206300d-7b4c-4645-8f6e-be878a6d8951,1935.63,4,0
2021-07-02,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,6505,19,0
2021-07-02,1562332832905-5097413f-df4d-4d71-b67b-539853abf4aa,880,5,1
2021-07-03,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,14790,50,30
2021-07-03,1609225159063-c5ef57c6-b630-4a20-b455-359abf5eeb9d,3684,18,0
2021-07-03,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,3370,46,16
2021-07-03,1607683763662-8c294bba-90e6-4037-8fd2-b338f2532aa5,4100,8,1
2021-07-04,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,756,9,2
2021-07-04,1615980831684-eb6869d7-d08a-4f32-a946-c6e0e27d55dd,3165,5,0
2021-07-04,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,1785,5,0
2021-07-04,1592738706633-e2f4498c-71bb-4500-b2e6-8ba844432a8d,19940,36,12
2021-07-04,1607683763662-8c294bba-90e6-4037-8fd2-b338f2532aa5,3050,4,0
2021-07-05,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,7956.27,33,2
2021-07-05,1589479493395-97c747a7-5c69-4762-a78d-1208fb9f998a,888,8,0
2021-07-05,1608219600940-a4207577-3395-4117-92b3-d870ec721416,260,4,1
2021-07-05,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,19500,75,18
2021-07-05,1594982148060-6f5415e0-ace0-4abb-af71-6b5bf41bf62b,6480,12,2
2021-07-06,1497430261259-c4f2549f-0eb9-4e77-8439-fb2033be2caa,1351,13,3
2021-07-06,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,5128,58,4
2021-07-06,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,1650,5,0
2021-07-06,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,1740,6,0
2021-07-06,1550658890053-8878ee95-f2e4-49af-8a5c-360e6a26188b,2443,8,0
2021-07-06,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,17268,69,12
2021-07-07,1497430261259-c4f2549f-0eb9-4e77-8439-fb2033be2caa,1166,8,1
2021-07-07,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,26625,63,6
2021-07-07,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,5485.2,62,12
2021-07-07,1502362170276-b94af44d-0d73-4818-b614-292dc65f299a,350,1,2
2021-07-07,1589479493395-97c747a7-5c69-4762-a78d-1208fb9f998a,84,1,0
2021-07-07,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,11599.27,30,4
2021-07-07,1592288774385-cad9392f-8933-4374-ba9f-8e5d01899299,1007,11,0
2021-07-08,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,8605,60,75
2021-07-08,1584028974569-c000587d-4126-4149-b234-341d04b50735,2160,5,2
2021-07-08,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,2670,46,2
2021-07-08,1590499577377-4ed52176-0174-45f2-b265-49ed31d11aaf,8576,35,4
2021-07-08,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,4987.1,54,6
2021-07-08,1505224680537-7903972e-3a59-42e1-83cb-485992adee13,1980,26,2
2021-07-08,1606891336926-ff951efa-c70a-4ef1-9edd-a6013d5cf48f,269,2,0
2021-07-09,1586994324090-b7314e76-4c99-4584-9191-c7baf662be6e,960,12,10
2021-07-09,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,8363.95,35,5
2021-07-09,1610391759728-4e2ab1cb-e0a4-4b0e-bfac-a5f3151d9395,551.5,8,2
2021-07-09,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,3310,12,0
2021-07-09,1560980106953-1fd4c500-e013-44cb-a663-fb904e9e1853,3200,6,6
2021-07-09,1508242147176-601f2265-35ce-49ab-b372-e6f4bdec49db,5174,28,3
2021-07-09,1554136026625-5032c2d3-5665-4eb5-8511-be1622581483,1698,12,7
2021-07-09,1614940783691-4dc1f60b-a3ef-4a15-9f10-03015eb12b33,13450,6,1
2021-07-09,1579090622924-c53eb2f6-d145-4d38-bf15-50d7969387f5,4003,18,2
2021-07-09,1616501877368-112fb449-fb08-4909-8403-a3c0e60c9c7c,150,1,0
2021-07-10,1608219600940-a4207577-3395-4117-92b3-d870ec721416,2005,25,1
2021-07-10,1614856620057-f471070d-e5f8-4c95-a340-ae24324de3cd,1933.5,18,0
2021-07-10,1581747840696-22e498e7-f2eb-4e15-9b20-8a400f37d916,967,3,0
2021-07-10,1624993370672-bdb26b9e-de6d-4f83-b86b-ea2980d5ac25,600,1,1
2021-07-10,1620724829508-b4312c9e-5e03-49d3-8b9e-bf11636f0aab,245,2,1
2021-07-10,1596611120961-655c4d79-902b-40ce-957d-92a4feffccad,14690,40,8
2021-07-11,1624366890594-40f2ee0d-8b5e-427c-9e8d-bead75e6feff,174,3,0
2021-07-11,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,4330,7,0
2021-07-11,1485330410128-537d8570-7e91-44bc-b54b-40e8be9b4643,7672,80,0
2021-07-11,1550658890053-8878ee95-f2e4-49af-8a5c-360e6a26188b,2482,11,4
2021-07-11,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,15078,158,10
2021-07-11,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,5535,51,12
2021-07-12,1574413743478-cbc74fdd-efe5-4a78-abbe-0cd59a0f0e5f,66,1,0
2021-07-12,1584088291949-94b92ebb-a45d-4fc7-9300-063756504f30,4900,6,4
2021-07-12,1505224680537-7903972e-3a59-42e1-83cb-485992adee13,490,9,0
2021-07-12,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,7550,45,35
2021-07-13,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,2470,40,10
2021-07-13,1525870087639-557a6be1-10ac-4531-b7fe-a13ff3b7ff20,1972,10,0
2021-07-13,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,2014,10,9
2021-07-13,1505216474210-01bf2eb5-2348-492c-a824-9f4a3c98d599,1343.7,8,0
2021-07-14,1605686630461-94a8f9f9-7721-46f5-b4e9-4b65b408e7e5,550,3,0
2021-07-16,1581669839783-dd6eb860-eead-4e3e-8a19-159b25342443,22150,94,24
2021-07-16,1505216474210-01bf2eb5-2348-492c-a824-9f4a3c98d599,2274.1,7,1
2021-07-16,1484834667492-04ce1b02-9fc8-4e87-b164-dae5f5a06a0b,66590,80,5
2021-07-16,1508242147176-601f2265-35ce-49ab-b372-e6f4bdec49db,3705.5,23,1
2021-07-16,1613234197112-567f98f0-bc7c-41e7-b770-1c8d6c30475b,423,2,0
2021-07-16,1544155620645-a0a908a3-a68b-44b9-8a8a-0de96f725b25,1080,7,0
2021-07-16,1589298104786-b83d7fe1-35c5-43fb-b36d-94571c3a2e46,15600,7,0
2021-07-17,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,32858,110,26
2021-07-17,1565868460341-a68d9079-2d50-4abc-aadd-e4a3897e0717,3304,8,0
2021-07-17,1613884966766-b176a958-5aa6-413a-bfbb-1ce6484784e6,1333,5,0
2021-07-17,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,12280,36,7
2021-07-17,1605208717370-1ebca7f9-a58a-4e0b-8495-85c01ab85a41,55752,21,0
2021-07-17,1613743791949-831f4517-6159-4b83-a86b-348d692fcd15,3580,5,0
2021-07-17,1589479493395-97c747a7-5c69-4762-a78d-1208fb9f998a,2245,8,1
2021-07-18,1605686630461-94a8f9f9-7721-46f5-b4e9-4b65b408e7e5,2978,11,0
2021-07-18,1565868460341-a68d9079-2d50-4abc-aadd-e4a3897e0717,1504,8,6
2021-07-18,1562332832905-5097413f-df4d-4d71-b67b-539853abf4aa,900,4,3
2021-07-19,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,2600,6,1
2021-07-19,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,23460,39,6
2021-07-19,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,5004.4,70,8
2021-07-19,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,5839.9,26,1
2021-07-20,1574413743478-cbc74fdd-efe5-4a78-abbe-0cd59a0f0e5f,1700,19,1
2021-07-20,1622882399181-e70a367f-78dd-4943-b1d8-65ac4f091761,76,1,0
2021-07-20,1579147272986-ee58e4c0-16ce-48d1-b579-6b0dafa9ee2f,2165,11,0
2021-07-20,1505224680537-7903972e-3a59-42e1-83cb-485992adee13,1000,17,2
2021-07-20,1571246571363-80681c98-3c08-4b92-a609-d64068538b26,1580,4,2
2021-07-20,1594982148060-6f5415e0-ace0-4abb-af71-6b5bf41bf62b,6460,14,0
2021-07-20,1584359884562-4995383c-0d1d-4c39-a4ca-d86e1325a0e0,715,3,0
2021-07-21,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,1616,28,6
2021-07-21,1497430261259-c4f2549f-0eb9-4e77-8439-fb2033be2caa,1100,9,0
2021-07-21,1566550272160-93cba9f5-e3c9-44c7-80f2-d1077855695b,381,8,0
2021-07-21,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,6630,14,2
2021-07-21,1578033574725-099132f6-7e24-459f-86e1-0b34b607e8b0,7950,6,3
2021-07-21,1556718420107-d4505298-37b0-4804-9f5e-c949164bf147,810,2,0
2021-07-21,1617124884706-9a12d090-219c-4142-b1f6-7fbde6fca746,690,3,0
2021-07-22,1484834667492-04ce1b02-9fc8-4e87-b164-dae5f5a06a0b,19715,30,5
2021-07-22,1479108360638-bf43ff5d-7e91-43c3-aeb5-f2fda4502650,7684.2,6,0
2021-07-23,1617135765902-4609af92-4951-4347-a328-79a2f7e51647,980,23,1
2021-07-23,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,3539,24,5
2021-07-23,1517567512986-dd1b0795-47e6-4232-ac4c-4ec28749773e,3515,19,1
2021-07-23,1508242147176-601f2265-35ce-49ab-b372-e6f4bdec49db,4698,24,5
2021-07-23,1564573777032-ec1f4743-af11-48ee-aa48-16ee3e724db2,799.8,5,0
2021-07-24,1556718420107-d4505298-37b0-4804-9f5e-c949164bf147,2170,10,0
2021-07-24,1607417548512-693e7286-1436-45ec-b7c0-e6c92ce83f38,5669,16,0
2021-07-24,1512302249032-b4289826-1258-427b-be14-8cab04a14c26,1505,8,1
2021-07-24,1606753055023-4d6a9e44-87ad-4a9c-badd-4c33f16fa177,1150,9,1
2021-07-24,1509109286074-0c36ba7d-023c-4694-85ec-3e0b6fdcacbc,15740,55,0
2021-07-24,1499786536388-78153cc6-e385-476b-aaf4-3989e25bc143,7573,33,3
2021-07-24,1575014881341-589a98e4-84c2-4fc3-86ad-134416c86877,7970,18,12
2021-07-24,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,7340,14,0
2021-07-24,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,310,8,8
2021-07-24,1608344118230-91220b19-a0ca-4ff5-8d56-0b2bc041d7c4,320,6,2
2021-07-24,1579090622924-c53eb2f6-d145-4d38-bf15-50d7969387f5,9010,16,1
2021-07-25,1579090622924-c53eb2f6-d145-4d38-bf15-50d7969387f5,2573,9,0
2021-07-25,1499786536388-78153cc6-e385-476b-aaf4-3989e25bc143,2166,8,0
2021-07-25,1622066064537-ad986e32-7de1-4504-9cb6-9c12393f0a79,1365,8,2
2021-07-26,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,686,8,4
2021-07-26,1572023920337-786cc891-e3cf-4cd6-93bd-3e0069307088,530,2,0
2021-07-26,1479108360638-bf43ff5d-7e91-43c3-aeb5-f2fda4502650,10223.5,10,1
2021-07-26,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,6576.28,27,1
2021-07-26,1589298104786-b83d7fe1-35c5-43fb-b36d-94571c3a2e46,25800,12,1
2021-07-26,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,2106,26,4
2021-07-26,1606753055023-4d6a9e44-87ad-4a9c-badd-4c33f16fa177,580,6,5
2021-07-26,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,1820,10,3
2021-07-26,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,17739,54,6
2021-07-26,1611834477147-033f6506-3767-4a67-8c6b-c54b95145a0b,550,1,0
2021-07-26,1616780751875-13104da8-e007-4ad8-9330-eef83615d273,684,1,0
2021-07-26,1623418475590-f887252a-7b9a-47e3-b9fe-63b26141f236,3500,2,0
2021-07-27,1574413743478-cbc74fdd-efe5-4a78-abbe-0cd59a0f0e5f,2071,21,1
2021-07-27,1615523891028-ef309e18-a768-4638-bc0d-be5c3dfed475,940,9,0
2021-07-27,1505224680537-7903972e-3a59-42e1-83cb-485992adee13,1240,26,1
2021-07-27,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,2116,13,11
2021-07-27,1547196667303-8de6d15c-4566-470e-8977-ca9be4262d05,620,7,0
2021-07-27,1579147272986-ee58e4c0-16ce-48d1-b579-6b0dafa9ee2f,5604.5,42,17
2021-07-27,1499786536388-78153cc6-e385-476b-aaf4-3989e25bc143,2323,10,1
2021-07-27,1566550272160-93cba9f5-e3c9-44c7-80f2-d1077855695b,403,6,0
